"X2022.04.16","X2022.04.17","ATL","BOS","PT2H29M","X248.60","X9","X947","DL","coach"
"2022-04-18","2022-05-22","ATL","LAX","PT8H21M",569.58,0,NA,"NK||NK","coach||coach"
"2022-06-04","2022-07-18","ATL","PHL","PT2H4M",378.61,9,667,"DL","coach"
"2022-05-31","2022-06-15","ATL","LAX","PT8H42M",351.6,6,1963,"AA||AA","coach||coach"
"2022-07-02","2022-08-27","ATL","DTW","PT1H53M",148.6,9,604,"DL","coach"
"2022-05-21","2022-07-11","ATL","EWR","PT2H12M",278.6,9,762,"DL","coach"
"2022-07-11","2022-07-13","ATL","SFO","PT8H42M",431.6,3,2193,"AA||AA","coach||coach"
"2022-06-16","2022-06-17","ATL","ORD","PT2H14M",318.6,4,600,"UA","coach"
"2022-05-30","2022-06-09","ATL","LAX","PT10H41M",268.58,0,NA,"NK||NK","coach||coach"
"2022-05-06","2022-05-17","ATL","DFW","PT4H46M",368.6,6,924,"UA||UA","coach||coach"
"2022-07-07","2022-08-14","ATL","LGA","PT8H22M",210.58,0,NA,"NK||NK","coach||coach"
"2022-05-05","2022-05-13","ATL","ORD","PT2H",318.6,9,600,"UA","coach"
"2022-06-23","2022-07-19","ATL","LGA","PT5H25M",128.58,0,NA,"NK||NK","coach||coach"
"2022-06-17","2022-08-15","ATL","DFW","PT6H41M",211.6,9,924,"UA||UA","coach||coach"
"2022-05-22","2022-06-10","ATL","PHL","PT6H38M",298.6,9,1272,"UA||UA","coach||coach"
"2022-06-29","2022-07-24","ATL","EWR","PT2H33M",228.6,2,762,"UA","coach"
"2022-05-12","2022-07-07","ATL","BOS","PT7H26M",318.6,9,947,"UA||UA","coach||coach"
"2022-06-03","2022-06-07","ATL","LGA","PT4H12M",202.6,7,762,"AA||AA","coach||coach"
"2022-05-25","2022-07-21","ATL","EWR","PT2H19M",268.59,9,762,"DL","coach"
"2022-06-07","2022-06-12","ATL","OAK","PT10H14M",964.1,2,2683,"UA||UA||DL","coach||coach||coach"
"2022-05-13","2022-05-31","ATL","LGA","PT2H25M",258.6,10,762,"AA","coach"
"2022-06-18","2022-06-28","ATL","SFO","PT7H57M",485.6,3,2447,"UA||UA","coach||coach"
"2022-04-30","2022-06-19","ATL","DEN","PT3H10M",453.6,9,1207,"DL","coach"
"2022-04-23","2022-06-06","ATL","BOS","PT2H38M",448.6,7,947,"B6","coach"
"2022-06-07","2022-07-08","ATL","ORD","PT9H57M",241.58,0,NA,"NK||NK","coach||coach"
"2022-07-10","2022-08-06","ATL","CLT","PT1H12M",188.6,1,228,"DL","coach"
"2022-05-23","2022-05-29","ATL","LAX","PT6H46M",568.59,4,2013,"UA||UA","coach||coach"
"2022-07-05","2022-08-01","ATL","JFK","PT9H21M",258.2,7,NA,"B6||B6","coach||coach"
"2022-06-06","2022-06-18","ATL","OAK","PT8H4M",232.78,0,NA,"NK||NK","coach||coach"
"2022-05-04","2022-06-15","ATL","LGA","PT2H18M",228.6,9,762,"DL","coach"
"2022-04-27","2022-05-05","ATL","LAX","PT10H21M",361.6,1,2935,"AA||AA","coach||coach"
"2022-07-02","2022-07-31","ATL","BOS","PT4H38M",222.6,7,947,"AA||AA","coach||coach"
"2022-06-12","2022-07-03","ATL","LAX","PT7H42M",262.58,0,NA,"NK||NK","coach||coach"
"2022-06-11","2022-07-24","ATL","DTW","PT9H16M",377.2,5,932,"UA||UA","coach||coach"
"2022-05-01","2022-06-28","ATL","CLT","PT1H14M",148.6,9,228,"DL","coach"
"2022-07-01","2022-08-03","ATL","ORD","PT6H56M",237.6,9,1482,"DL||DL","coach||coach"
"2022-04-28","2022-06-11","ATL","PHL","PT7H40M",168.58,0,NA,"NK||NK","coach||coach"
"2022-06-12","2022-06-17","ATL","EWR","PT6H2M",284.58,0,NA,"NK||NK","coach||coach"
"2022-06-28","2022-08-09","ATL","DFW","PT2H14M",258.6,9,725,"DL","coach"
"2022-06-13","2022-06-21","ATL","PHL","PT7H33M",122.98,4,1259,"F9||F9","coach||coach"
"2022-06-29","2022-08-03","ATL","CLT","PT1H22M",268.6,7,228,"AA","coach"
"2022-05-18","2022-05-20","ATL","OAK","PT14H10M",423.96,0,NA,"NK||NK","coach||coach"
"2022-05-04","2022-06-19","ATL","MIA","PT10H3M",339.2,7,1866,"B6||B6","coach||coach"
"2022-04-28","2022-05-17","ATL","EWR","PT4H38M",121.1,7,773,"AA||AA","coach||coach"
"2022-06-14","2022-08-12","ATL","LAX","PT4H42M",318.59,0,NA,"NK","coach"
"2022-04-24","2022-05-13","ATL","OAK","PT17H17M",312.58,0,NA,"NK||NK","coach||coach"
"2022-06-12","2022-07-11","ATL","LAX","PT6H48M",419.58,0,NA,"NK||NK","coach||coach"
"2022-06-01","2022-06-22","ATL","LAX","PT13H11M",449.2,9,1963,"DL||DL","coach||coach"
"2022-06-06","2022-06-17","ATL","SFO","PT12H11M",578.1,9,2522,"DL||DL||DL","coach||coach||coach"
"2022-06-24","2022-07-02","ATL","PHL","PT7H26M",318.61,7,1227,"B6||B6","coach||coach"
"2022-05-08","2022-07-03","ATL","BOS","PT2H44M",408.6,9,947,"DL","coach"
"2022-05-18","2022-06-19","ATL","EWR","PT2H29M",358.6,9,762,"UA","coach"
"2022-04-23","2022-05-11","ATL","DFW","PT6H45M",267.1,7,1158,"AA||AA","coach||coach"
"2022-06-19","2022-07-05","ATL","SFO","PT5H3M",378.6,9,2135,"DL","coach"
"2022-06-19","2022-07-12","ATL","BOS","PT6H55M",177.61,3,947,"UA||UA","coach||coach"
"2022-06-03","2022-06-07","ATL","JFK","PT5H5M",646.6,1,762,"UA||DL","coach||coach"
"2022-06-27","2022-08-09","ATL","DTW","PT6H3M",210.1,7,733,"AA||AA","coach||coach"
"2022-06-22","2022-07-16","ATL","OAK","PT13H50M",687.11,1,2412,"UA||UA||DL","coach||coach||coach"
"2022-04-18","2022-05-20","ATL","BOS","PT10H10M",387.2,1,947,"UA||UA","coach||coach"
"2022-07-09","2022-08-17","ATL","LAX","PT8H35M",267.58,0,NA,"NK||NK","coach||coach"
"2022-04-21","2022-06-04","ATL","DEN","PT5H20M",484.6,7,1375,"AA||AA","coach||coach"
"2022-06-18","2022-08-05","ATL","IAD","PT3H48M",286.1,7,555,"AA||AA","coach||coach"
"2022-06-26","2022-07-08","ATL","SFO","PT8H42M",321.6,3,2161,"UA||UA","coach||coach"
"2022-07-11","2022-07-13","ATL","LAX","PT4H33M",608.6,7,1943,"AA","coach"
"2022-07-02","2022-08-28","ATL","DEN","PT5H55M",257.6,7,1503,"AA||AA","coach||coach"
"2022-05-30","2022-07-14","ATL","SFO","PT13H55M",396.22,7,3328,"B6||B6","coach||coach"
"2022-07-05","2022-08-09","ATL","OAK","PT13H43M",193.58,0,NA,"NK||NK","coach||coach"
"2022-06-03","2022-07-14","ATL","LGA","PT2H22M",308.59,9,762,"DL","coach"
"2022-07-12","2022-07-31","ATL","LGA","PT2H15M",188.6,9,762,"DL","coach"
"2022-05-25","2022-07-18","ATL","LAX","PT6H48M",341.58,0,NA,"NK||NK","coach||coach"
"2022-06-04","2022-06-16","ATL","MIA","PT6H",497.6,4,1649,"UA||UA","coach||coach"
"2022-06-22","2022-08-08","ATL","PHL","PT5H44M",307.6,6,1612,"AA||AA","coach||coach"
"2022-06-20","2022-06-28","ATL","ORD","PT2H12M",183.6,9,600,"DL","coach"
"2022-04-19","2022-05-10","ATL","SFO","PT6H56M",556.6,7,2236,"AA||AA","coach||coach"
"2022-06-25","2022-07-08","ATL","DTW","PT11H40M",136.58,0,NA,"NK||NK","coach||coach"
"2022-05-27","2022-07-05","ATL","JFK","PT8H8M",491.6,2,1320,"UA||DL","coach||coach"
"2022-06-13","2022-08-09","ATL","BOS","PT4H19M",147.6,9,947,"UA||UA","coach||coach"
"2022-06-09","2022-06-25","ATL","CLT","PT1H25M",278.6,1,228,"AA","coach"
"2022-05-31","2022-06-15","ATL","LAX","PT12H25M",514.2,3,2030,"UA||UA","coach||coach"
"2022-06-27","2022-07-20","ATL","MIA","PT1H55M",64.59,0,NA,"NK","coach"
"2022-05-08","2022-06-29","ATL","ORD","PT7H40M",268.6,6,1482,"AA||AA","coach||coach"
"2022-05-25","2022-07-21","ATL","DFW","PT5H16M",511.61,2,924,"UA||UA","coach||coach"
"2022-06-26","2022-08-20","ATL","EWR","PT10H23M",307.2,1,790,"DL||DL","coach||coach"
"2022-06-26","2022-07-02","ATL","MIA","PT11H19M",336.2,5,1464,"AA||AA","coach||coach"
"2022-07-07","2022-08-18","ATL","DTW","PT1H57M",198.6,9,604,"DL","coach"
"2022-06-27","2022-07-09","ATL","JFK","PT8H",497.1,4,1132,"UA||UA||DL","coach||coach||coach"
"2022-04-25","2022-04-26","ATL","BOS","PT2H30M",608.6,2,947,"DL","coach"
"2022-05-07","2022-05-19","ATL","JFK","PT5H30M",850.11,4,818,"DL||UA||DL","coach||coach||coach"
"2022-07-04","2022-08-27","ATL","LAX","PT4H44M",198.6,7,1943,"AS","coach"
"2022-04-25","2022-06-05","ATL","EWR","PT9H10M",221.58,0,NA,"NK||NK","coach||coach"
"2022-06-01","2022-06-12","ATL","LAX","PT4H23M",448.6,6,1897,"DL","coach"
"2022-04-29","2022-06-23","ATL","DEN","PT5H7M",399.6,7,1375,"AA||AA","coach||coach"
"2022-05-06","2022-06-14","ATL","LGA","PT7H34M",451.6,9,1667,"DL||DL","coach||coach"
"2022-06-02","2022-06-24","ATL","DFW","PT2H25M",222.59,7,725,"AA","coach"
"2022-05-04","2022-05-23","ATL","IAD","PT1H51M",298.6,6,541,"UA","coach"
"2022-04-16","2022-04-25","ATL","DEN","PT8H15M",264.58,0,NA,"NK||NK","coach||coach"
"2022-06-27","2022-08-26","ATL","LAX","PT4H35M",428.6,9,1943,"DL","coach"
"2022-04-26","2022-05-25","ATL","DFW","PT2H24M",212.6,4,725,"AA","coach"
"2022-06-14","2022-07-08","ATL","SFO","PT7H12M",507.6,7,2193,"AA||AA","coach||coach"
"2022-06-10","2022-07-21","ATL","MIA","PT10H7M",127.58,0,NA,"NK||NK","coach||coach"
"2022-05-12","2022-06-17","ATL","ORD","PT5H33M",225.6,2,1482,"AA||AA","coach||coach"
"2022-07-04","2022-08-20","ATL","EWR","PT2H8M",373.61,9,762,"DL","coach"
"2022-06-22","2022-08-10","ATL","JFK","PT2H28M",238.6,7,762,"DL","coach"
"2022-04-21","2022-05-14","ATL","PHL","PT2H1M",298.6,2,667,"DL","coach"
"2022-06-29","2022-08-15","ATL","MIA","PT1H58M",43.59,0,NA,"NK","coach"
"2022-06-21","2022-07-26","ATL","LAX","PT4H45M",238.59,0,NA,"NK","coach"
"2022-06-28","2022-08-01","ATL","DEN","PT7H40M",157.58,0,NA,"NK||NK","coach||coach"
"2022-05-18","2022-05-30","ATL","LAX","PT6H46M",485.59,6,2013,"UA||UA","coach||coach"
"2022-05-28","2022-06-15","ATL","DTW","PT4H3M",180.1,7,733,"AA||AA","coach||coach"
"2022-05-04","2022-05-13","ATL","MIA","PT6H32M",251.6,2,1866,"UA||UA","coach||coach"
"2022-05-27","2022-07-05","ATL","LGA","PT5H15M",201.6,7,762,"AA||AA","coach||coach"
"2022-07-07","2022-08-05","ATL","BOS","PT7H50M",270.2,2,947,"AA||AA","coach||coach"
"2022-07-06","2022-08-08","ATL","LAX","PT4H35M",268.6,9,1943,"DL","coach"
"2022-05-07","2022-06-27","ATL","PHL","PT2H9M",293.61,7,667,"AA","coach"
"2022-07-06","2022-09-02","ATL","DEN","PT13H13M",317.19,8,2383,"UA||UA","coach||coach"
"2022-05-29","2022-06-06","ATL","LGA","PT4H45M",152.6,2,762,"UA||UA","coach||coach"
"2022-05-09","2022-05-23","ATL","LGA","PT2H15M",172.6,2,762,"DL","coach"
"2022-07-03","2022-07-28","ATL","CLT","PT1H12M",268.6,9,228,"DL","coach"
"2022-05-05","2022-07-02","ATL","ORD","PT2H14M",282.61,7,600,"AA","coach"
"2022-07-02","2022-08-19","ATL","ORD","PT2H14M",268.6,9,600,"DL","coach"
"2022-04-17","2022-05-19","ATL","PHL","PT6H48M",226.68,0,NA,"NK||NK","coach||coach"
"2022-07-11","2022-08-21","ATL","DFW","PT2H14M",463.6,9,725,"DL","coach"
"2022-04-17","2022-06-08","ATL","LGA","PT2H20M",258.6,7,762,"B6","coach"
"2022-06-13","2022-06-15","ATL","SFO","PT6H36M",351.6,3,2236,"AA||AA","coach||coach"
"2022-06-20","2022-07-07","ATL","BOS","PT2H45M",229.35,4,947,"AA","coach"
"2022-06-23","2022-06-30","ATL","BOS","PT8H40M",408.2,9,947,"DL||DL","coach||coach"
"2022-06-01","2022-06-18","ATL","CLT","PT5H8M",581.6,9,1307,"UA||UA","coach||coach"
"2022-06-17","2022-07-15","ATL","OAK","PT11H44M",837.09,9,2393,"UA||UA||DL","coach||coach||coach"
"2022-05-02","2022-06-18","ATL","PHL","PT4H3M",521.59,5,859,"UA||UA","coach||coach"
"2022-06-11","2022-06-30","ATL","JFK","PT2H15M",229.35,3,762,"AA","coach"
"2022-05-10","2022-05-17","ATL","ORD","PT2H",318.6,4,600,"UA","coach"
"2022-07-05","2022-07-20","ATL","PHL","PT8H13M",258.6,5,1272,"UA||UA","coach||coach"
"2022-06-19","2022-06-29","ATL","LAX","PT7H3M",299.6,2,1918,"AA||AA","coach||coach"
"2022-06-09","2022-07-04","ATL","LGA","PT5H5M",207.6,7,762,"AA||AA","coach||coach"
"2022-04-22","2022-05-14","ATL","DFW","PT5H3M",278.6,2,924,"UA||UA","coach||coach"
"2022-07-01","2022-07-26","ATL","LAX","PT4H39M",428.6,6,1943,"DL","coach"
"2022-07-11","2022-08-16","ATL","DEN","PT3H28M",93.99,4,1207,"F9","coach"
"2022-07-05","2022-09-03","ATL","ORD","PT8H58M",130.58,0,NA,"NK||NK","coach||coach"
"2022-05-01","2022-06-07","ATL","LAX","PT7H3M",436.6,7,2051,"UA||UA","coach||coach"
"2022-07-09","2022-07-25","ATL","BOS","PT4H28M",177.61,9,947,"UA||UA","coach||coach"
"2022-04-21","2022-04-25","ATL","BOS","PT4H46M",441.6,1,947,"UA||UA","coach||coach"
"2022-06-16","2022-08-11","ATL","DTW","PT5H57M",157.6,5,932,"AA||AA","coach||coach"
"2022-04-17","2022-05-13","ATL","LAX","PT8H41M",387.6,7,2935,"AA||AA","coach||coach"
"2022-07-12","2022-08-20","ATL","SFO","PT9H55M",507.6,7,3328,"B6||B6","coach||coach"
"2022-04-28","2022-06-19","ATL","DEN","PT6H16M",414.6,1,1375,"AA||AA","coach||coach"
"2022-07-05","2022-08-01","ATL","SFO","PT7H46M",517.59,1,NA,"UA||UA","coach||coach"
"2022-06-20","2022-07-29","ATL","JFK","PT9H15M",657.2,5,762,"UA||DL","coach||coach"
"2022-05-23","2022-06-06","ATL","DEN","PT7H34M",574.6,7,NA,"AA||AA","coach||coach"
"2022-06-24","2022-07-21","ATL","LAX","PT6H20M",283.58,0,NA,"NK||NK","coach||coach"
"2022-06-08","2022-06-12","ATL","LAX","PT4H24M",598.61,9,1897,"DL","coach"
"2022-06-12","2022-08-07","ATL","DEN","PT3H20M",177.98,4,1207,"F9","coach"
"2022-06-03","2022-07-04","ATL","BOS","PT11H32M",267.21,8,1856,"DL||DL","coach||coach"
"2022-06-16","2022-08-14","ATL","LAX","PT6H22M",337.6,1,1963,"AA||AA","coach||coach"
"2022-06-19","2022-07-05","ATL","BOS","PT6H7M",222.6,3,947,"AA||AA","coach||coach"
"2022-06-13","2022-07-09","ATL","EWR","PT2H15M",140.59,0,NA,"NK","coach"
"2022-04-23","2022-05-11","ATL","MIA","PT9H57M",144.2,9,1866,"UA||UA","coach||coach"
"2022-06-17","2022-08-04","ATL","DTW","PT8H49M",257.2,9,1358,"DL||DL","coach||coach"
"2022-06-11","2022-07-31","ATL","PHL","PT6H48M",397.11,9,859,"UA||UA||UA","coach||coach||coach"
"2022-04-30","2022-05-21","ATL","LAX","PT6H46M",485.59,9,2034,"UA||UA","coach||coach"
"2022-06-27","2022-08-15","ATL","BOS","PT7H21M",299.1,9,947,"UA||UA||UA","coach||coach||coach"
"2022-07-11","2022-07-12","ATL","PHL","PT8H6M",211.6,5,1272,"AA||AA","coach||coach"
"2022-06-02","2022-07-25","ATL","LGA","PT4H12M",181.6,7,762,"AA||AA","coach||coach"
"2022-05-25","2022-07-18","ATL","BOS","PT4H35M",247.61,7,947,"AA||AA","coach||coach"
"2022-06-11","2022-06-16","ATL","DFW","PT7H46M",334.01,4,1857,"F9||F9","coach||coach"
"2022-06-22","2022-08-06","ATL","DEN","PT3H16M",308.6,6,1207,"DL","coach"
"2022-06-13","2022-06-17","ATL","LGA","PT2H18M",408.6,9,762,"DL","coach"
"2022-06-07","2022-06-26","ATL","IAD","PT8H10M",473.71,1,555,"AA||AA","coach||coach"
"2022-04-30","2022-06-23","ATL","EWR","PT2H23M",308.6,2,762,"UA","coach"
"2022-07-09","2022-08-23","ATL","OAK","PT12H20M",539.1,9,2393,"UA||UA||DL","coach||coach||coach"
"2022-06-30","2022-08-19","ATL","PHL","PT2H14M",66.99,4,667,"F9","coach"
"2022-04-30","2022-06-25","ATL","DFW","PT2H18M",233.61,9,725,"DL","coach"
"2022-06-24","2022-07-27","ATL","LGA","PT10H14M",121.58,0,NA,"NK||NK","coach||coach"
"2022-06-09","2022-07-03","ATL","SFO","PT10H6M",541.2,6,2236,"AA||AA","coach||coach"
"2022-05-31","2022-06-15","ATL","LGA","PT6H6M",117.6,6,762,"AA||AA","coach||coach"
"2022-06-13","2022-07-25","ATL","OAK","PT12H20M",463.58,0,NA,"NK||NK","coach||coach"
"2022-05-25","2022-06-12","ATL","MIA","PT10H51M",532.19,9,1866,"UA||UA","coach||coach"
"2022-06-26","2022-08-20","ATL","IAD","PT1H39M",113.6,4,541,"UA","coach"
"2022-06-27","2022-08-15","ATL","SFO","PT6H54M",417.6,4,2193,"AA||AA","coach||coach"
"2022-04-19","2022-06-16","ATL","LGA","PT6H33M",232.6,7,1700,"AA||AA","coach||coach"
"2022-04-20","2022-04-28","ATL","LAX","PT13H7M",328.2,9,1963,"DL||DL","coach||coach"
"2022-07-10","2022-08-02","ATL","DEN","PT8H20M",317.6,1,1375,"AA||AA","coach||coach"
"2022-06-25","2022-07-05","ATL","DTW","PT3H53M",481.6,9,681,"DL||DL","coach||coach"
"2022-04-27","2022-06-09","ATL","SFO","PT12H30M",579.61,4,2159,"F9||F9","coach||coach"
"2022-06-30","2022-08-14","ATL","JFK","PT9H15M",472.21,8,762,"UA||DL","coach||coach"
"2022-06-30","2022-07-04","ATL","LAX","PT6H1M",550.61,6,1954,"AA||AA","coach||coach"
"2022-05-08","2022-07-06","ATL","SFO","PT14H50M",647.2,7,2967,"DL||AS","coach||coach"
"2022-05-01","2022-06-25","ATL","JFK","PT2H22M",208.61,7,762,"B6","coach"
"2022-06-20","2022-06-21","ATL","EWR","PT6H55M",177.61,5,2105,"AA||AA","coach||coach"
"2022-06-21","2022-07-13","ATL","DTW","PT6H3M",251.1,7,733,"AA||AA","coach||coach"
"2022-06-02","2022-07-11","ATL","LAX","PT4H35M",558.6,9,1943,"DL","coach"
"2022-04-18","2022-04-21","ATL","DFW","PT9H14M",200.6,7,1711,"AA||AA","coach||coach"
"2022-04-26","2022-05-18","ATL","LAX","PT9H18M",357.6,9,2055,"UA||UA","coach||coach"
"2022-06-13","2022-06-17","ATL","PHL","PT2H7M",117.59,0,NA,"NK","coach"
"2022-05-03","2022-06-24","ATL","LGA","PT2H16M",299.6,9,762,"DL","coach"
"2022-05-13","2022-05-26","ATL","JFK","PT4H32M",201.1,3,773,"AA||AA","coach||coach"
"2022-04-22","2022-05-04","ATL","SFO","PT8H35M",370.6,2,2332,"UA||UA","coach||coach"
"2022-04-19","2022-04-30","ATL","MIA","PT9H4M",316.6,7,1866,"B6||B6","coach||coach"
"2022-06-27","2022-08-05","ATL","SFO","PT9H15M",503.6,7,2857,"AS||AS","coach||coach"
"2022-05-04","2022-06-04","ATL","SFO","PT5H9M",358.6,9,2135,"UA","coach"
"2022-04-28","2022-06-10","ATL","OAK","PT17H50M",551.7,3,2851,"AS||AS||AS","coach||coach||coach"
"2022-04-28","2022-06-20","ATL","CLT","PT1H20M",258.6,3,228,"DL","coach"
"2022-04-28","2022-05-27","ATL","ORD","PT2H3M",348.6,7,600,"DL","coach"
"2022-06-24","2022-07-06","ATL","DTW","PT1H55M",408.6,9,604,"DL","coach"
"2022-06-13","2022-07-19","ATL","JFK","PT8H30M",481.59,9,1320,"UA||DL","coach||coach"
"2022-05-20","2022-05-31","ATL","MIA","PT8H16M",327.6,1,1866,"UA||UA","coach||coach"
"2022-06-18","2022-08-01","ATL","LAX","PT8H56M",241.58,0,NA,"NK||NK","coach||coach"
"2022-05-09","2022-05-30","ATL","DFW","PT2H20M",318.6,9,725,"DL","coach"
"2022-06-27","2022-08-08","ATL","BOS","PT4H26M",176.11,7,956,"AA||AA","coach||coach"
"2022-05-08","2022-06-26","ATL","IAD","PT1H39M",228.6,5,541,"UA","coach"
"2022-05-25","2022-06-15","ATL","CLT","PT3H58M",265.59,3,868,"UA||UA","coach||coach"
"2022-06-10","2022-07-17","ATL","MIA","PT6H2M",687.6,8,1649,"UA||UA","coach||coach"
"2022-05-12","2022-06-12","ATL","LAX","PT6H48M",349.58,0,NA,"NK||NK","coach||coach"
"2022-06-20","2022-07-17","ATL","ORD","PT2H14M",190.59,0,NA,"NK","coach"
"2022-05-22","2022-07-01","ATL","LAX","PT9H1M",349.58,0,NA,"NK||NK","coach||coach"
"2022-05-21","2022-06-16","ATL","LAX","PT4H45M",478.6,9,1943,"DL","coach"
"2022-04-29","2022-05-04","ATL","LAX","PT12H26M",323.58,0,NA,"NK||NK","coach||coach"
"2022-05-25","2022-07-21","ATL","BOS","PT7H26M",368.6,7,947,"UA||UA","coach||coach"
"2022-06-24","2022-08-11","ATL","PHL","PT6H34M",258.6,1,859,"UA||UA","coach||coach"
"2022-05-30","2022-06-01","ATL","ORD","PT4H",237.6,2,844,"DL||DL","coach||coach"
"2022-06-22","2022-08-03","ATL","LAX","PT17H17M",352.7,9,2150,"UA||UA||UA","coach||coach||coach"
"2022-04-28","2022-06-16","ATL","DFW","PT2H17M",218.6,7,725,"AA","coach"
"2022-06-14","2022-06-16","ATL","SFO","PT5H3M",598.61,9,2135,"DL","coach"
"2022-07-03","2022-07-16","ATL","JFK","PT8H30M",471.6,9,1320,"UA||DL","coach||coach"
"2022-06-29","2022-07-03","ATL","DTW","PT5H12M",491.6,9,681,"DL||DL","coach||coach"
"2022-07-05","2022-08-14","ATL","ORD","PT3H54M",170.1,3,820,"AA||AA","coach||coach"
"2022-05-22","2022-07-16","ATL","PHL","PT5H41M",536.6,9,1272,"DL||UA","coach||coach"
"2022-06-25","2022-07-22","ATL","BOS","PT7H1M",318.6,3,947,"UA||UA","coach||coach"
"2022-04-23","2022-06-19","ATL","LAX","PT11H24M",349.58,0,NA,"NK||NK","coach||coach"
"2022-06-28","2022-08-04","ATL","BOS","PT4H38M",123.6,4,947,"AA||AA","coach||coach"
"2022-07-05","2022-08-14","ATL","DFW","PT16H34M",230.59,4,NA,"F9||F9","coach||coach"
"2022-06-27","2022-07-06","ATL","JFK","PT9H15M",517.2,9,762,"UA||DL","coach||coach"
"2022-07-12","2022-07-18","ATL","EWR","PT2H19M",238.6,7,762,"DL","coach"
"2022-06-02","2022-06-15","ATL","EWR","PT5H33M",376.1,7,773,"AA||AA","coach||coach"
"2022-05-04","2022-07-01","ATL","EWR","PT2H20M",338.61,9,762,"DL","coach"
"2022-04-17","2022-06-05","ATL","SFO","PT12H57M",502.2,9,2282,"DL||DL","coach||coach"
"2022-05-07","2022-05-20","ATL","LAX","PT8H",431.6,2,2047,"DL||AS","coach||coach"
"2022-04-27","2022-05-19","ATL","ORD","PT4H57M",276.1,7,820,"AA||AA","coach||coach"
"2022-07-12","2022-07-18","ATL","DTW","PT4H56M",304.61,2,1114,"AA||AA","coach||coach"
"2022-04-25","2022-06-20","ATL","PHL","PT4H34M",181.1,7,677,"AA||AA","coach||coach"
"2022-04-30","2022-06-24","ATL","CLT","PT3H48M",426.6,4,868,"UA||UA","coach||coach"
"2022-05-28","2022-06-22","ATL","EWR","PT2H12M",82.59,0,NA,"NK","coach"
"2022-05-24","2022-06-08","ATL","LGA","PT5H5M",117.6,7,762,"AA||AA","coach||coach"
"2022-05-27","2022-07-12","ATL","LAX","PT4H40M",478.6,2,1943,"DL","coach"
"2022-06-30","2022-08-02","ATL","BOS","PT5H16M",501.61,9,947,"DL||DL","coach||coach"
"2022-04-29","2022-06-05","ATL","EWR","PT12H15M",163.58,0,NA,"NK||NK","coach||coach"
"2022-06-02","2022-07-21","ATL","SFO","PT7H31M",598.6,7,2161,"UA||UA","coach||coach"
"2022-06-25","2022-07-28","ATL","CLT","PT1H19M",188.6,7,228,"AA","coach"
"2022-05-27","2022-06-30","ATL","BOS","PT8H51M",181.58,0,NA,"NK||NK","coach||coach"
"2022-06-03","2022-06-15","ATL","LGA","PT4H12M",157.6,6,762,"AA||AA","coach||coach"
"2022-07-02","2022-07-22","ATL","DTW","PT4H16M",460.6,9,932,"UA||UA","coach||coach"
"2022-06-24","2022-07-02","ATL","JFK","PT6H32M",557.1,1,1028,"UA||UA||DL","coach||coach||coach"
"2022-06-09","2022-08-01","ATL","BOS","PT7H26M",253.6,9,947,"UA||UA","coach||coach"
"2022-04-30","2022-06-27","ATL","JFK","PT6H59M",227.1,7,773,"AA||AA","coach||coach"
"2022-06-11","2022-07-07","ATL","EWR","PT2H34M",218.6,6,762,"UA","coach"
"2022-04-18","2022-06-01","ATL","ORD","PT9H7M",113.78,0,NA,"NK||NK","coach||coach"
"2022-06-25","2022-07-28","ATL","ORD","PT2H14M",170.6,7,600,"AA","coach"
"2022-06-17","2022-07-20","ATL","EWR","PT10H44M",381.2,5,2105,"AA||AA","coach||coach"
"2022-06-15","2022-08-03","ATL","ORD","PT2H4M",233.6,5,600,"DL","coach"
"2022-04-22","2022-06-11","ATL","EWR","PT12H15M",163.58,0,NA,"NK||NK","coach||coach"
"2022-07-09","2022-08-03","ATL","MIA","PT2H16M",47.98,4,596,"F9","coach"
"2022-05-28","2022-06-02","ATL","MIA","PT2H5M",244.6,5,596,"AA","coach"
"2022-05-19","2022-06-09","ATL","JFK","PT2H26M",218.6,7,762,"B6","coach"
"2022-06-04","2022-06-07","ATL","MIA","PT11H",302.21,9,1866,"UA||UA","coach||coach"
"2022-07-09","2022-07-27","ATL","DTW","PT2H",85.59,0,NA,"NK","coach"
"2022-04-21","2022-05-06","ATL","CLT","PT6H31M",346.6,7,1675,"B6||B6","coach||coach"
"2022-05-18","2022-05-23","ATL","CLT","PT1H15M",408.6,9,228,"DL","coach"
"2022-04-23","2022-05-17","ATL","DEN","PT7H58M",234.01,4,2312,"F9||F9","coach||coach"
"2022-04-21","2022-06-11","ATL","EWR","PT2H19M",393.6,9,762,"DL","coach"
"2022-07-11","2022-08-04","ATL","JFK","PT9H15M",527.21,5,762,"UA||DL","coach||coach"
"2022-07-01","2022-08-26","ATL","LGA","PT5H47M",189.58,0,NA,"NK||NK","coach||coach"
"2022-06-19","2022-07-06","ATL","ORD","PT5H58M",181.6,1,1135,"AA||AA","coach||coach"
"2022-05-26","2022-06-03","ATL","LAX","PT4H55M",458.6,9,1943,"DL","coach"
"2022-04-25","2022-04-26","ATL","DFW","PT2H16M",202.6,9,725,"DL","coach"
"2022-05-29","2022-07-10","ATL","BOS","PT11H15M",307.21,7,947,"B6||B6","coach||coach"
"2022-04-18","2022-05-20","ATL","IAD","PT3H10M",199.1,1,555,"AA||AA","coach||coach"
