"X2022.04.16","X2022.04.17","ATL","BOS","PT2H29M","X248.60","X9","X947","DL","coach"
"2022-05-27","2022-06-12","ATL","LGA","PT2H15M",393.6,7,762,"DL","coach"
"2022-06-27","2022-07-14","ATL","LGA","PT4H34M",127.6,9,762,"UA||UA","coach||coach"
"2022-04-17","2022-05-21","ATL","OAK","PT13H30M",502.2,6,2281,"DL||DL","coach||coach"
"2022-05-08","2022-06-22","ATL","LAX","PT7H42M",323.96,0,NA,"NK||NK","coach||coach"
"2022-04-17","2022-05-17","ATL","LAX","PT11H34M",277.2,9,2082,"DL||DL","coach||coach"
"2022-05-12","2022-05-27","ATL","MIA","PT1H53M",308.6,9,596,"DL","coach"
"2022-05-05","2022-05-21","ATL","CLT","PT1H21M",118.6,9,228,"DL","coach"
"2022-06-16","2022-07-30","ATL","MIA","PT11H34M",242.2,7,1866,"B6||B6","coach||coach"
"2022-06-20","2022-07-04","ATL","LAX","PT7H40M",561.61,9,2009,"DL||DL","coach||coach"
"2022-04-29","2022-05-07","ATL","DEN","PT3H29M",88.98,4,1207,"F9","coach"
"2022-07-05","2022-08-24","ATL","EWR","PT5H55M",242.6,1,NA,"AA||AA","coach||coach"
"2022-06-15","2022-06-19","ATL","DTW","PT1H53M",508.6,9,604,"DL","coach"
"2022-07-01","2022-08-22","ATL","BOS","PT3H58M",241.6,7,947,"AA||AA","coach||coach"
"2022-06-30","2022-07-15","ATL","DTW","PT1H58M",258.59,9,604,"DL","coach"
"2022-07-07","2022-07-28","ATL","LGA","PT2H16M",143.6,7,762,"B6","coach"
"2022-06-03","2022-06-28","ATL","LAX","PT11H49M",365.96,0,NA,"NK||NK","coach||coach"
"2022-05-01","2022-05-21","ATL","BOS","PT10H31M",245.7,7,956,"AA||AA","coach||coach"
"2022-06-14","2022-06-15","ATL","DEN","PT7H49M",841.6,1,1503,"UA||UA","coach||coach"
"2022-07-03","2022-07-09","ATL","CLT","PT8H4M",304.2,2,868,"AA||AA","coach||coach"
"2022-05-27","2022-05-31","ATL","DEN","PT3H14M",898.61,9,1207,"DL","coach"
"2022-04-17","2022-06-02","ATL","LGA","PT6H27M",114.78,0,NA,"NK||NK","coach||coach"
"2022-05-18","2022-06-14","ATL","BOS","PT4H28M",253.6,9,947,"UA||UA","coach||coach"
"2022-06-08","2022-06-17","ATL","CLT","PT4H44M",486.6,2,868,"UA||UA","coach||coach"
"2022-04-21","2022-05-07","ATL","JFK","PT9H9M",497.2,9,762,"UA||DL","coach||coach"
"2022-06-29","2022-08-25","ATL","JFK","PT5H13M",481.6,9,1118,"DL||DL","coach||coach"
"2022-04-29","2022-05-02","ATL","IAD","PT1H38M",508.6,2,541,"DL","coach"
"2022-06-24","2022-06-28","ATL","SFO","PT7H30M",351.6,5,2332,"UA||UA","coach||coach"
"2022-04-28","2022-05-03","ATL","PHL","PT4H59M",199.1,7,677,"AA||AA","coach||coach"
"2022-06-11","2022-07-26","ATL","DFW","PT2H14M",168.61,9,725,"DL","coach"
"2022-06-13","2022-08-04","ATL","BOS","PT2H35M",198.6,9,947,"DL","coach"
"2022-05-11","2022-05-12","ATL","CLT","PT1H13M",408.6,6,228,"DL","coach"
"2022-07-03","2022-08-01","ATL","EWR","PT2H12M",62.59,0,NA,"NK","coach"
"2022-07-02","2022-07-31","ATL","LGA","PT2H15M",298.6,9,762,"DL","coach"
"2022-06-15","2022-08-11","ATL","JFK","PT2H22M",164.35,7,762,"AA","coach"
"2022-05-07","2022-05-28","ATL","SFO","PT13H39M",579.61,4,2159,"F9||F9","coach||coach"
"2022-05-07","2022-05-09","ATL","SFO","PT7H57M",780.59,2,2193,"AA||AA","coach||coach"
"2022-07-05","2022-08-11","ATL","IAD","PT4H44M",571.6,9,NA,"DL||UA","coach||coach"
"2022-05-13","2022-07-12","ATL","SFO","PT9H41M",442.61,7,3328,"B6||B6","coach||coach"
"2022-07-04","2022-08-12","ATL","LAX","PT9H48M",271.58,0,NA,"NK||NK","coach||coach"
"2022-04-21","2022-05-28","ATL","PHL","PT6H41M",298.6,7,1272,"UA||UA","coach||coach"
"2022-06-26","2022-08-16","ATL","LGA","PT11H4M",172.2,9,976,"DL||DL","coach||coach"
"2022-07-01","2022-07-24","ATL","JFK","PT6H12M",377.6,7,1700,"AA||AA","coach||coach"
"2022-06-29","2022-08-02","ATL","LAX","PT4H40M",618.6,2,1943,"DL","coach"
"2022-05-01","2022-05-11","ATL","MIA","PT8H26M",236.6,2,1866,"UA||UA","coach||coach"
"2022-06-21","2022-07-05","ATL","DTW","PT1H56M",248.6,9,604,"DL","coach"
"2022-05-26","2022-07-23","ATL","ORD","PT2H14M",211.59,7,600,"AA","coach"
"2022-05-30","2022-07-02","ATL","LAX","PT7H22M",591.6,9,1963,"DL||DL","coach||coach"
"2022-06-28","2022-08-09","ATL","LGA","PT7H45M",152.6,3,2105,"AA||AA","coach||coach"
"2022-04-20","2022-05-05","ATL","LGA","PT5H",100.6,9,762,"UA||UA","coach||coach"
"2022-07-12","2022-07-16","ATL","DTW","PT6H40M",481.59,9,681,"DL||DL","coach||coach"
"2022-06-22","2022-07-15","ATL","DEN","PT3H13M",368.6,9,1207,"DL","coach"
"2022-07-06","2022-07-15","ATL","LAX","PT6H53M",501.6,3,2074,"UA||UA","coach||coach"
"2022-05-09","2022-05-27","ATL","ORD","PT8H53M",259.58,4,1393,"F9||F9","coach||coach"
"2022-06-05","2022-06-25","ATL","DTW","PT4H3M",300.1,7,733,"AA||AA","coach||coach"
"2022-05-21","2022-05-23","ATL","BOS","PT2H36M",548.6,9,947,"DL","coach"
"2022-05-02","2022-05-11","ATL","OAK","PT10H",817.11,2,2175,"UA||UA||DL","coach||coach||coach"
"2022-05-27","2022-06-28","ATL","LAX","PT7H9M",561.61,9,2055,"UA||UA","coach||coach"
"2022-06-15","2022-08-05","ATL","LGA","PT2H15M",228.6,9,762,"DL","coach"
"2022-05-26","2022-06-15","ATL","BOS","PT10H3M",167.7,9,947,"UA||UA||UA","coach||coach||coach"
"2022-04-22","2022-05-06","ATL","JFK","PT2H17M",128.6,7,762,"AA","coach"
"2022-06-02","2022-06-03","ATL","LAX","PT10H2M",367.6,9,2345,"UA||UA","coach||coach"
"2022-06-10","2022-07-25","ATL","EWR","PT2H19M",218.59,4,762,"DL","coach"
"2022-07-05","2022-07-11","ATL","JFK","PT3H53M",136.6,7,762,"AA||AA","coach||coach"
"2022-04-30","2022-05-15","ATL","DEN","PT10H30M",661.6,3,2383,"UA||UA","coach||coach"
"2022-06-29","2022-08-24","ATL","DTW","PT2H",43.59,0,NA,"NK","coach"
"2022-07-02","2022-08-21","ATL","PHL","PT8H2M",183.58,0,NA,"NK||NK","coach||coach"
"2022-06-04","2022-06-25","ATL","SFO","PT8H23M",741.6,5,2967,"DL||AS","coach||coach"
"2022-06-14","2022-06-17","ATL","DTW","PT4H1M",338.6,3,932,"UA||UA","coach||coach"
"2022-06-12","2022-07-10","ATL","DTW","PT5H53M",591.61,9,1718,"DL||DL","coach||coach"
"2022-06-30","2022-08-19","ATL","OAK","PT16H10M",792.69,6,2733,"UA||UA||AS","coach||coach||coach"
"2022-07-11","2022-08-29","ATL","PHL","PT8H13M",298.6,2,1272,"UA||UA","coach||coach"
"2022-06-19","2022-07-12","ATL","OAK","PT12H8M",322.07,0,NA,"NK||NK||NK","coach||coach||coach"
"2022-06-10","2022-07-17","ATL","LGA","PT4H11M",307.6,7,762,"AA||AA","coach||coach"
"2022-05-30","2022-06-03","ATL","DFW","PT6H25M",438.6,2,1718,"UA||UA","coach||coach"
"2022-05-27","2022-05-31","ATL","JFK","PT4H18M",241.6,1,762,"AA||AA","coach||coach"
"2022-05-03","2022-06-11","ATL","JFK","PT4H5M",601.61,9,984,"DL||DL","coach||coach"
"2022-05-13","2022-06-14","ATL","OAK","PT12H35M",325.58,0,NA,"NK||NK","coach||coach"
"2022-06-25","2022-07-23","ATL","BOS","PT2H42M",188.6,9,947,"DL","coach"
"2022-05-28","2022-07-22","ATL","LGA","PT2H25M",198.61,9,762,"DL","coach"
"2022-04-18","2022-05-18","ATL","MIA","PT1H58M",98.6,2,596,"AA","coach"
"2022-04-27","2022-06-17","ATL","ORD","PT10H5M",604.68,7,1482,"B6||B6","coach||coach"
"2022-06-12","2022-07-07","ATL","EWR","PT8H53M",163.58,0,NA,"NK||NK","coach||coach"
"2022-04-28","2022-05-09","ATL","PHL","PT6H48M",168.58,0,NA,"NK||NK","coach||coach"
"2022-05-21","2022-05-26","ATL","EWR","PT2H12M",223.6,2,762,"UA","coach"
"2022-06-02","2022-06-03","ATL","LAX","PT7H8M",841.6,9,2177,"DL||DL","coach||coach"
"2022-06-10","2022-08-04","ATL","LAX","PT6H43M",591.59,8,2074,"DL||UA","coach||coach"
"2022-06-28","2022-07-01","ATL","SFO","PT5H10M",648.6,7,2135,"DL","coach"
"2022-07-09","2022-07-18","ATL","BOS","PT2H33M",398.6,9,947,"DL","coach"
"2022-05-12","2022-05-16","ATL","DTW","PT6H43M",449.6,1,1247,"AA||AA","coach||coach"
"2022-05-08","2022-05-12","ATL","DEN","PT3H10M",428.6,3,1207,"DL","coach"
"2022-06-09","2022-07-29","ATL","ORD","PT11H19M",271.58,0,NA,"NK||NK","coach||coach"
"2022-05-04","2022-06-02","ATL","LAX","PT4H52M",448.6,9,1943,"DL","coach"
"2022-05-04","2022-06-16","ATL","LGA","PT10H7M",287.2,9,1589,"DL||DL","coach||coach"
"2022-06-03","2022-07-12","ATL","ORD","PT4H54M",404.6,5,1135,"UA||UA","coach||coach"
"2022-06-25","2022-08-09","ATL","JFK","PT3H43M",187.6,3,762,"AA||AA","coach||coach"
"2022-06-29","2022-08-08","ATL","DFW","PT2H25M",192.6,3,725,"AA","coach"
"2022-06-02","2022-07-01","ATL","DEN","PT14H20M",532.2,2,2383,"UA||UA","coach||coach"
"2022-04-17","2022-05-11","ATL","DEN","PT8H1M",239.1,6,1574,"AA||AA","coach||coach"
"2022-05-12","2022-06-04","ATL","MIA","PT1H52M",193.61,7,596,"DL","coach"
"2022-07-11","2022-07-23","ATL","SFO","PT4H59M",498.6,9,2135,"DL","coach"
"2022-07-11","2022-08-01","ATL","SFO","PT14H13M",286.7,9,2421,"DL||DL||DL","coach||coach||coach"
"2022-06-20","2022-06-27","ATL","ORD","PT2H4M",308.6,3,600,"DL","coach"
"2022-04-17","2022-05-24","ATL","DTW","PT4H15M",421.6,4,840,"UA||UA","coach||coach"
"2022-07-06","2022-07-24","ATL","DTW","PT4H16M",460.6,5,932,"UA||UA","coach||coach"
"2022-05-28","2022-07-14","ATL","LGA","PT7H8M",207.6,7,1700,"AA||AA","coach||coach"
"2022-05-18","2022-06-15","ATL","ORD","PT2H14M",252.61,7,600,"AA","coach"
"2022-05-03","2022-07-02","ATL","BOS","PT2H34M",378.61,6,947,"DL","coach"
"2022-06-04","2022-07-28","ATL","DFW","PT2H20M",244.6,6,725,"AA","coach"
"2022-05-01","2022-05-14","ATL","DTW","PT1H53M",408.6,9,604,"DL","coach"
"2022-05-12","2022-05-24","ATL","DFW","PT2H12M",191.6,1,725,"DL","coach"
"2022-05-06","2022-06-05","ATL","JFK","PT14H1M",367.2,7,1141,"AA||AA||AA","coach||coach||coach"
"2022-07-09","2022-07-17","ATL","LGA","PT2H18M",243.98,4,762,"F9","coach"
"2022-06-28","2022-08-10","ATL","LGA","PT11H4M",122.2,9,976,"DL||DL","coach||coach"
"2022-06-26","2022-07-25","ATL","LGA","PT2H20M",168.61,7,762,"B6","coach"
"2022-04-20","2022-05-03","ATL","BOS","PT4H29M",152.6,9,947,"UA||UA","coach||coach"
"2022-06-14","2022-07-02","ATL","OAK","PT8H46M",732.6,9,2175,"DL||DL","coach||coach"
"2022-05-04","2022-05-13","ATL","MIA","PT12H10M",297.2,7,1866,"B6||B6","coach||coach"
"2022-05-06","2022-06-30","ATL","LAX","PT7H55M",551.61,9,2047,"DL||DL","coach||coach"
"2022-06-13","2022-08-11","ATL","LGA","PT2H17M",82.98,4,762,"F9","coach"
"2022-04-30","2022-05-23","ATL","ORD","PT10H4M",183.78,0,NA,"NK||NK","coach||coach"
"2022-04-28","2022-05-23","ATL","ORD","PT8H18M",327.6,9,1482,"DL||DL","coach||coach"
"2022-05-27","2022-06-26","ATL","IAD","PT1H42M",163.61,9,541,"DL","coach"
"2022-06-08","2022-06-18","ATL","SFO","PT18H3M",405.7,3,2413,"DL||DL||DL","coach||coach||coach"
"2022-07-04","2022-07-24","ATL","PHL","PT8H18M",113.58,0,NA,"NK||NK","coach||coach"
"2022-04-28","2022-06-13","ATL","EWR","PT4H14M",341.11,3,773,"AA||AA","coach||coach"
"2022-05-05","2022-06-03","ATL","LAX","PT11H51M",210.58,0,NA,"NK||NK","coach||coach"
"2022-07-04","2022-07-10","ATL","BOS","PT2H38M",398.6,9,947,"DL","coach"
"2022-04-29","2022-05-14","ATL","DTW","PT9H45M",257.2,9,1718,"DL||DL","coach||coach"
"2022-07-07","2022-07-24","ATL","ORD","PT6H20M",297.1,4,820,"AA||AA","coach||coach"
"2022-04-18","2022-04-29","ATL","CLT","PT1H14M",348.6,9,228,"DL","coach"
"2022-04-22","2022-06-21","ATL","DEN","PT15H2M",184.58,0,NA,"NK||NK","coach||coach"
"2022-04-25","2022-06-05","ATL","OAK","PT10H9M",463.58,0,NA,"NK||NK","coach||coach"
"2022-05-13","2022-06-30","ATL","JFK","PT9H11M",357.2,9,941,"DL||DL","coach||coach"
"2022-05-21","2022-06-27","ATL","LGA","PT2H25M",208.6,9,762,"DL","coach"
"2022-07-10","2022-07-29","ATL","MIA","PT1H44M",218.6,9,596,"DL","coach"
"2022-05-28","2022-07-17","ATL","LGA","PT4H45M",347.61,7,1132,"B6||B6","coach||coach"
"2022-06-03","2022-07-19","ATL","JFK","PT9H53M",380.1,3,1132,"AA||AA||AA","coach||coach||coach"
"2022-06-25","2022-08-12","ATL","LGA","PT8H22M",171.58,0,NA,"NK||NK","coach||coach"
"2022-04-28","2022-04-30","ATL","CLT","PT7H41M",382.6,2,1248,"AA||AA","coach||coach"
"2022-05-19","2022-06-18","ATL","LGA","PT10H7M",217.2,9,1589,"DL||DL","coach||coach"
"2022-07-10","2022-07-26","ATL","EWR","PT8H20M",105.58,0,NA,"NK||NK","coach||coach"
"2022-04-21","2022-05-31","ATL","CLT","PT1H12M",148.6,9,228,"DL","coach"
"2022-05-09","2022-05-10","ATL","ORD","PT6H12M",187.6,5,1482,"UA||UA","coach||coach"
"2022-06-07","2022-06-23","ATL","EWR","PT12H25M",112.96,0,NA,"NK||NK","coach||coach"
"2022-06-29","2022-07-01","ATL","SFO","PT9H4M",503.6,3,2857,"AS||AS","coach||coach"
"2022-05-04","2022-06-09","ATL","PHL","PT3H26M",375.11,7,677,"AA||AA","coach||coach"
"2022-07-06","2022-08-04","ATL","OAK","PT6H55M",528.6,9,2281,"DL||DL","coach||coach"
"2022-05-25","2022-06-25","ATL","EWR","PT4H25M",376.1,7,773,"AA||AA","coach||coach"
"2022-07-01","2022-08-05","ATL","OAK","PT11H44M",697.11,9,2393,"UA||UA||DL","coach||coach||coach"
"2022-05-22","2022-07-09","ATL","ORD","PT2H9M",213.6,9,600,"DL","coach"
"2022-05-22","2022-06-28","ATL","LAX","PT11H33M",512.57,1,2047,"DL||AS","coach||coach"
"2022-05-06","2022-05-07","ATL","CLT","PT6H13M",503.1,9,1186,"DL||DL||DL","coach||coach||coach"
"2022-06-11","2022-07-03","ATL","SFO","PT7H31M",578.59,1,2161,"UA||UA","coach||coach"
"2022-07-12","2022-08-23","ATL","BOS","PT4H32M",174.11,7,956,"AA||AA","coach||coach"
"2022-05-30","2022-07-11","ATL","SFO","PT9H41M",630.13,7,3328,"B6||B6","coach||coach"
"2022-05-04","2022-05-20","ATL","MIA","PT6H57M",388.6,7,1866,"B6||B6","coach||coach"
"2022-05-30","2022-06-21","ATL","LAX","PT4H39M",428.6,3,1943,"DL","coach"
"2022-05-18","2022-05-28","ATL","IAD","PT1H48M",228.6,2,541,"UA","coach"
"2022-04-25","2022-05-26","ATL","DTW","PT5H54M",511.61,9,1718,"DL||DL","coach||coach"
"2022-04-27","2022-05-15","ATL","DTW","PT10H35M",306.58,0,NA,"NK||NK","coach||coach"
"2022-06-09","2022-06-21","ATL","EWR","PT2H15M",114.6,9,762,"DL","coach"
"2022-05-27","2022-07-20","ATL","SFO","PT11H43M",607.61,8,3328,"UA||UA","coach||coach"
"2022-04-18","2022-05-29","ATL","BOS","PT8H30M",369.7,7,956,"AA||AA","coach||coach"
"2022-06-27","2022-07-03","ATL","BOS","PT9H11M",300.2,2,947,"UA||UA","coach||coach"
"2022-06-02","2022-06-13","ATL","EWR","PT2H18M",114.6,9,762,"DL","coach"
"2022-04-27","2022-05-30","ATL","MIA","PT1H53M",273.6,9,596,"DL","coach"
"2022-07-01","2022-07-03","ATL","LGA","PT2H15M",203.6,9,762,"DL","coach"
"2022-06-16","2022-07-03","ATL","MIA","PT2H1M",188.6,3,596,"AA","coach"
"2022-05-13","2022-05-18","ATL","BOS","PT8H23M",217.61,5,1462,"UA||UA","coach||coach"
"2022-04-23","2022-05-24","ATL","DEN","PT11H51M",519.6,4,1948,"F9||F9","coach||coach"
"2022-06-16","2022-08-01","ATL","BOS","PT4H59M",253.6,9,947,"UA||UA","coach||coach"
"2022-06-01","2022-06-03","ATL","SFO","PT13H55M",817.21,3,2282,"DL||DL","coach||coach"
"2022-05-09","2022-07-01","ATL","DEN","PT15H40M",446.69,7,1609,"UA||UA||UA","coach||coach||coach"
"2022-04-21","2022-05-25","ATL","LAX","PT4H50M",358.6,3,1943,"DL","coach"
"2022-06-20","2022-07-13","ATL","LAX","PT8H8M",308.58,0,NA,"NK||NK","coach||coach"
"2022-05-19","2022-06-17","ATL","ORD","PT2H18M",408.6,9,600,"UA","coach"
"2022-07-05","2022-07-12","ATL","EWR","PT2H34M",218.6,2,762,"UA","coach"
"2022-05-13","2022-05-20","ATL","MIA","PT2H1M",77.98,4,596,"F9","coach"
"2022-05-27","2022-06-27","ATL","LGA","PT10H14M",252.58,0,NA,"NK||NK","coach||coach"
"2022-04-25","2022-06-13","ATL","LGA","PT2H17M",258.59,9,762,"DL","coach"
"2022-06-16","2022-07-13","ATL","DEN","PT5H28M",453.1,7,1574,"AA||AA","coach||coach"
"2022-04-25","2022-06-01","ATL","LAX","PT7H59M",345.78,0,NA,"NK||NK","coach||coach"
"2022-04-17","2022-06-16","ATL","ORD","PT2H",328.61,9,600,"DL","coach"
"2022-04-22","2022-04-23","ATL","LAX","PT9H16M",369.1,3,2349,"AA||AA","coach||coach"
"2022-04-18","2022-05-11","ATL","BOS","PT10H42M",122.2,9,947,"DL||DL","coach||coach"
"2022-04-27","2022-06-07","ATL","SFO","PT15H20M",565.7,7,2386,"DL||AS||AS","coach||coach||coach"
"2022-04-20","2022-05-18","ATL","BOS","PT4H25M",193.6,7,947,"AA||AA","coach||coach"
"2022-06-16","2022-06-29","ATL","LGA","PT9H40M",245.2,4,976,"DL||DL","coach||coach"
"2022-05-01","2022-05-30","ATL","LAX","PT4H55M",483.6,5,1943,"DL","coach"
"2022-05-13","2022-06-24","ATL","LAX","PT7H9M",658.59,9,2055,"UA||UA","coach||coach"
"2022-04-18","2022-05-28","ATL","LGA","PT6H16M",207.6,1,762,"AA||AA","coach||coach"
"2022-06-07","2022-07-03","ATL","PHL","PT9H35M",391.2,6,1612,"AA||AA","coach||coach"
"2022-06-28","2022-07-02","ATL","DEN","PT12H45M",412.2,7,2383,"B6||B6","coach||coach"
"2022-04-25","2022-05-18","ATL","LGA","PT2H15M",128.6,9,762,"DL","coach"
"2022-05-06","2022-05-24","ATL","LAX","PT9H50M",462.2,3,2047,"DL||AS","coach||coach"
"2022-07-12","2022-08-02","ATL","ORD","PT6H19M",246.1,5,820,"AA||AA","coach||coach"
"2022-05-28","2022-07-08","ATL","JFK","PT3H44M",402.6,7,762,"AA||AA","coach||coach"
"2022-06-01","2022-06-06","ATL","LGA","PT10H22M",338.2,6,1351,"DL||DL","coach||coach"
"2022-07-12","2022-07-20","ATL","MIA","PT4H7M",114.58,0,NA,"NK||NK","coach||coach"
"2022-06-17","2022-07-29","ATL","CLT","PT1H20M",148.6,7,228,"AA","coach"
"2022-07-09","2022-08-14","ATL","LGA","PT4H13M",282.6,7,762,"AA||AA","first||coach"
"2022-05-06","2022-05-25","ATL","MIA","PT1H51M",148.6,4,596,"DL","coach"
"2022-05-25","2022-06-12","ATL","CLT","PT1H19M",228.6,7,228,"AA","coach"
"2022-06-09","2022-07-23","ATL","LGA","PT5H11M",107.6,2,762,"AA||AA","coach||coach"
"2022-06-17","2022-08-01","ATL","JFK","PT2H26M",154.35,7,762,"AA","coach"
"2022-07-07","2022-09-05","ATL","LAX","PT12H41M",309.58,0,NA,"NK||NK","coach||coach"
"2022-07-03","2022-08-04","ATL","PHL","PT2H5M",508.61,9,667,"DL","coach"
"2022-07-08","2022-08-04","ATL","DTW","PT3H49M",258.6,9,932,"UA||UA","coach||coach"
"2022-06-03","2022-06-23","ATL","DEN","PT14H22M",582.2,2,2383,"UA||UA","coach||coach"
"2022-06-18","2022-07-03","ATL","BOS","PT6H53M",473.11,9,600,"UA||UA","coach||coach"
"2022-04-25","2022-06-09","ATL","PHL","PT11H35M",430.2,5,1272,"UA||UA","coach||coach"
"2022-06-14","2022-08-12","ATL","EWR","PT4H14M",266.1,7,773,"AA||AA","coach||coach"
"2022-04-19","2022-04-29","ATL","ORD","PT2H4M",298.6,8,600,"DL","coach"
"2022-04-23","2022-05-29","ATL","DTW","PT4H6M",404.6,5,932,"UA||UA","coach||coach"
"2022-06-05","2022-06-20","ATL","MIA","PT10H3M",297.2,7,1866,"B6||B6","coach||coach"
"2022-05-26","2022-07-06","ATL","BOS","PT4H11M",329.6,8,947,"UA||UA","coach||coach"
"2022-05-12","2022-06-27","ATL","IAD","PT1H51M",188.6,5,541,"DL","coach"
"2022-06-01","2022-06-08","ATL","JFK","PT2H15M",254.35,2,762,"AA","coach"
"2022-04-19","2022-06-03","ATL","MIA","PT1H52M",86.59,0,NA,"NK","coach"
"2022-04-29","2022-05-16","ATL","DEN","PT7H14M",311.58,0,NA,"NK||NK","coach||coach"
"2022-05-22","2022-06-21","ATL","JFK","PT2H26M",168.61,7,762,"B6","coach"
"2022-06-25","2022-08-15","ATL","BOS","PT2H30M",188.6,9,947,"DL","coach"
"2022-05-22","2022-07-08","ATL","JFK","PT6H12M",323.6,5,NA,"AA||AA","coach||coach"
"2022-06-18","2022-07-13","ATL","DEN","PT11H39M",357.2,9,2383,"DL||DL","coach||coach"
"2022-06-30","2022-07-12","ATL","LAX","PT6H57M",247.6,4,2074,"UA||UA","coach||coach"
"2022-04-18","2022-06-05","ATL","LAX","PT11H3M",382.2,9,2082,"DL||DL","coach||coach"
"2022-06-04","2022-06-12","ATL","PHL","PT2H19M",213.98,4,667,"F9","coach"
"2022-05-25","2022-06-20","ATL","ORD","PT9H21M",403.61,7,1809,"B6||B6","coach||coach"
"2022-06-15","2022-08-14","ATL","LAX","PT8H35M",414.58,0,NA,"NK||NK","coach||coach"
"2022-05-20","2022-06-10","ATL","DEN","PT7H53M",596.1,7,1574,"AA||AA","coach||coach"
"2022-06-29","2022-08-09","ATL","DTW","PT4H49M",301.6,4,1114,"AA||AA","coach||coach"
"2022-06-14","2022-06-22","ATL","MIA","PT9H13M",450.6,9,1866,"UA||UA","coach||coach"
"2022-06-15","2022-06-27","ATL","JFK","PT6H27M",547.1,5,1028,"UA||UA||DL","coach||coach||coach"
"2022-06-25","2022-08-18","ATL","LAX","PT4H40M",298.6,8,1943,"DL","coach"
"2022-06-02","2022-06-20","ATL","PHL","PT2H7M",66.97,0,NA,"NK","coach"
"2022-06-25","2022-08-13","ATL","LGA","PT10H7M",257.2,9,1589,"DL||DL","coach||coach"
"2022-04-17","2022-05-26","ATL","BOS","PT4H35M",300.1,2,956,"AA||AA","coach||coach"
"2022-06-18","2022-07-06","ATL","ORD","PT2H13M",191.6,5,600,"UA","coach"
"2022-06-16","2022-07-27","ATL","OAK","PT12H20M",707.1,9,2393,"UA||UA||DL","coach||coach||coach"
"2022-06-17","2022-06-19","ATL","DFW","PT6H25M",368.6,2,1718,"UA||UA","coach||coach"
"2022-05-26","2022-06-02","ATL","PHL","PT8H12M",283.6,7,1612,"AA||AA","coach||coach"
"2022-06-19","2022-08-09","ATL","DTW","PT6H14M",157.6,7,1247,"AA||AA","coach||coach"
"2022-06-06","2022-06-15","ATL","LGA","PT2H20M",198.6,7,762,"B6","coach"
"2022-06-04","2022-06-21","ATL","DEN","PT9H48M",192.58,0,NA,"NK||NK","coach||coach"
"2022-05-20","2022-05-30","ATL","CLT","PT1H14M",393.6,9,228,"DL","coach"
"2022-06-15","2022-08-04","ATL","LGA","PT5H15M",157.6,7,762,"AA||AA","coach||coach"
"2022-05-03","2022-05-23","ATL","SFO","PT16H14M",632.21,7,3328,"B6||B6","coach||coach"
"2022-06-29","2022-06-30","ATL","LGA","PT2H26M",203.6,7,762,"B6","coach"
"2022-05-14","2022-05-30","ATL","SFO","PT7H15M",574.01,4,2161,"F9||F9","coach||coach"
"2022-05-24","2022-05-25","ATL","DTW","PT1H55M",608.6,2,604,"DL","coach"
"2022-07-07","2022-08-23","ATL","PHL","PT2H9M",198.6,8,667,"DL","coach"
"2022-05-31","2022-06-10","ATL","LGA","PT10H38M",267.19,9,1667,"DL||DL","coach||coach"
"2022-05-09","2022-06-16","ATL","LAX","PT10H45M",437.21,9,2047,"DL||DL","coach||coach"
"2022-07-12","2022-08-14","ATL","BOS","PT2H38M",563.6,8,947,"DL","coach"
"2022-07-12","2022-08-18","ATL","DEN","PT3H8M",308.6,1,1207,"DL","coach"
"2022-06-03","2022-07-23","ATL","BOS","PT2H38M",353.6,9,947,"DL","coach"
"2022-05-26","2022-07-18","ATL","EWR","PT2H33M",218.6,9,762,"UA","coach"
"2022-06-02","2022-07-07","ATL","BOS","PT4H50M",296.6,4,947,"AA||AA","coach||coach"
"2022-06-18","2022-06-30","ATL","IAD","PT1H42M",258.6,9,541,"DL","coach"
"2022-07-09","2022-08-14","ATL","MIA","PT6H37M",497.6,7,1649,"UA||UA","coach||coach"
"2022-04-23","2022-06-14","ATL","OAK","PT14H47M",390.7,5,2301,"DL||DL||DL","coach||coach||coach"
"2022-07-08","2022-07-25","ATL","IAD","PT1H47M",151.6,9,541,"DL","coach"
"2022-05-06","2022-05-28","ATL","EWR","PT2H15M",298.6,7,762,"UA","coach"
"2022-04-19","2022-06-09","ATL","LGA","PT8H23M",252.2,9,906,"DL||DL","coach||coach"
"2022-04-19","2022-06-14","ATL","EWR","PT4H44M",196.1,7,773,"AA||AA","coach||coach"
"2022-04-29","2022-05-17","ATL","JFK","PT4H3M",99.1,7,773,"AA||AA","coach||coach"
"2022-05-24","2022-06-10","ATL","PHL","PT2H9M",238.61,1,667,"DL","coach"
"2022-04-18","2022-05-05","ATL","SFO","PT14H8M",302.21,9,3328,"UA||UA","coach||coach"
"2022-06-12","2022-07-09","ATL","MIA","PT5H32M",383.6,5,1464,"UA||UA","coach||coach"
"2022-06-30","2022-07-15","ATL","LAX","PT10H18M",191.58,0,NA,"NK||NK","coach||coach"
"2022-05-29","2022-06-07","ATL","PHL","PT6H40M",282.1,2,677,"AA||AA","coach||coach"
"2022-05-03","2022-06-12","ATL","PHL","PT8H13M",179.59,4,729,"F9||F9","coach||coach"
"2022-05-05","2022-06-26","ATL","BOS","PT8H49M",181.58,0,NA,"NK||NK","coach||coach"
"2022-06-01","2022-06-03","ATL","ORD","PT8H25M",717.55,1,990,"DL||9K||9K||UA","coach||coach||coach||coach"
